motif_id	motif_name	tf_class	methyl_sens	odds_ratio	pvalue	n_dmp_hits	n_total_hits	fdr	log2OR
MA0114.5	HNF4A	RXR-related receptors (NR2)	Unknown	196.288154623058	0	1750	19859	0	7.61682930306682
MA2267.1	rib	Other factors with up to three adjacent zinc fingers	Unknown	196.202883791484	0	1819	21603	0	7.61620243623043
MA0698.2	ZBTB18	More than 3 adjacent zinc fingers	Unknown	196.198131107133	0	1782	20518	0	7.61616748895006
MA1112.3	NR4A1	NGFI-B-related receptors (NR4)	Unknown	195.913507287881	0	1906	23817	0	7.61407305764803
MA1616.2	Prdm15	Factors with multiple dispersed zinc fingers	Unknown	195.87181908989	0	1923	24312	0	7.6137660356506
MA1652.2	ZKSCAN5	Factors with multiple dispersed zinc fingers	Unknown	195.791741233775	0	1879	23097	0	7.61317610112917
MA0677.2	Nr2f6	RXR-related receptors (NR2)	Unknown	195.765972439856	0	1753	19996	0	7.61298621080163
MA0256.1	zen	HOX	Unknown	195.534776982604	0	1837	21917	0	7.61128141172339
MA0119.1	NFIC::TLX1	Nuclear factor 1	Unknown	194.869527575183	0	1699	18709	0	7.60636469877347
MA2096.1	ZNF524	More than 3 adjacent zinc fingers	Unknown	194.422547400407	0	1704	18868	0	7.60305172937925
MA0787.1	POU3F2	POU domain factors	MethylPlus	194.398217405102	0	1665	17986	0	7.60287117953833
MA2288.1	tj	Maf-related	Unknown	194.304903774547	0	1641	17655	0	7.60217850120723
MA0502.3	NFYB	Heteromeric CCAAT-binding	Unknown	194.261169252784	0	1702	18835	0	7.60185374008005
MA0870.1	Sox1	SOX-related factors	LittleEffect	194.215441821974	0	1695	18698	0	7.60151410193409
MA2242.1	Hnf4	RXR-related receptors (NR2)	Unknown	194.035206468751	0	1693	18668	0	7.60017463388627
MA1592.2	ZNF274	More than 3 adjacent zinc fingers	Unknown	193.066945099842	0	1498	14995	0	7.5929573720714
MA1716.2	ZNF76	More than 3 adjacent zinc fingers	Unknown	192.906260343977	0	1667	18165	0	7.59175615338287
MA1891.2	Klf3/8/12	Three-zinc finger Kruppel-related	Unknown	192.813943443284	0	1862	22962	0	7.59106557437738
MA2211.1	croc	FOX	MethylMinus	192.720311745661	0	1780	20811	0	7.59036482217875
MA0695.2	ZBTB7C	More than 3 adjacent zinc fingers	Unknown	192.68462951622	0	1701	18954	0	7.59009768198361
MA0484.3	HNF4G	RXR-related receptors (NR2)	Unknown	192.626319244471	0	1789	21060	0	7.58966102716858
MA2170.1	lin-32	Tal-related	Unknown	192.603076080342	0	1838	22352	0	7.58948693454704
MA2224.1	Eip75B	Thyroid hormone receptor-related factors (NR1)	Unknown	192.573173234517	0	1625	17451	0	7.58926292962699
MA1578.2	VEZF1	More than 3 adjacent zinc fingers	Unknown	192.522389851986	0	2031	28267	0	7.5888824270111
MA0836.3	CEBPD	CEBP-related	MethylMinus	192.296746695416	0	1580	16562	0	7.58719054493255
MA1446.2	daf-16	FOX	MethylMinus	192.254679162991	0	1862	23022	0	7.58687490121588
MA2218.1	dsf	RXR-related receptors (NR2)	Unknown	191.993148588708	0	1860	22997	0	7.58491101804689
MA1541.2	NR6A1	GCNF-related receptors (NR6)	Unknown	191.96441961017	0	1609	17162	0	7.58469512359199
MA1576.2	THRB	Thyroid hormone receptor-related factors (NR1)	Unknown	191.885316434188	0	1738	19949	0	7.5841005067375
MA1722.2	ZSCAN31	More than 3 adjacent zinc fingers	Unknown	191.673789661607	0	1604	17082	0	7.58250925964204
MA2002.2	Zfp335	Factors with multiple dispersed zinc fingers	Unknown	191.595349565397	0	1712	19316	0	7.5819187339367
MA2227.1	esg	More than 3 adjacent zinc fingers	Unknown	191.59122778196	0	1722	19554	0	7.58188769695954
MA2331.1	ZNF157	More than 3 adjacent zinc fingers	Unknown	191.0828548245	0	1643	17786	0	7.57805452607367
MA1119.2	SIX2	HD-SINE	MethylPlus	190.942010745453	0	1756	20336	0	7.57699074681792
MA2183.1	nhr-33	RXR-related receptors (NR2)	Unknown	190.891313261754	0	1498	15141	0	7.57660764244149
MA1588.1	ZNF136	More than 3 adjacent zinc fingers	Unknown	190.610594037436	0	1582	16728	0	7.57448449548914
MA0740.2	KLF14	Three-zinc finger Kruppel-related	Unknown	190.480358025253	0	2004	27512	0	7.57349842717543
MA2249.1	ken	Other factors with up to three adjacent zinc fingers	Unknown	190.462920961999	0	1754	20329	0	7.57336635310514
MA0022.1	dl	""	Unknown	190.390924984054	0	1843	22719	0	7.57282090375396
MA0652.2	IRF8	Interferon-regulatory factors	Unknown	190.387209266326	0	1758	20449	0	7.57279274747577
MA0085.2	Su(H)	""	Unknown	190.328539736284	0	1685	18817	0	7.572348099515
MA0030.2	FOXF2	FOX	MethylMinus	190.212570919154	0	1816	22085	0	7.57146878509736
MA2322.1	ZIPIC	More than 3 adjacent zinc fingers	Unknown	190.104973225161	0	1837	22591	0	7.57065246375713
MA0093.4	USF1	bHLH-ZIP	MethylMinus	189.734854179637	0	1582	16795	0	7.56784091508852
MA1707.2	DMRTA1	DMRT factors	Unknown	189.344290830475	0	1603	17263	0	7.56486811105126
MA1631.2	ASCL1	MyoD/ASC-related factors	Unknown	189.30756360357	0	1829	22337	0	7.56458824347546
MA1714.2	ZNF675	More than 3 adjacent zinc fingers	Unknown	189.285642718162	0	1840	22759	0	7.56442117680771
MA0048.3	NHLH1	Tal-related	Unknown	189.076723711435	0	1736	20180	0	7.5628279610319
MA0597.3	THAP1	THAP-related factors	Unknown	188.518392407588	0	1851	23136	0	7.55856147369719
MA0856.1	RXRG	RXR-related receptors (NR2)	Unknown	188.507577008902	0	1744	20474	0	7.55847870315447
MA0693.4	Vdr	Thyroid hormone receptor-related factors (NR1)	Unknown	188.28437797625	0	1652	18227	0	7.55676949375686
MA2131.1	egl-38	Paired domain only	Unknown	188.130719238781	0	1559	16469	0	7.55559163074079
MA0613.1	FOXG1	FOX	MethylMinus	187.311739238135	0	1715	19794	0	7.54929750905626
MA1632.2	ATF2	Jun-related	Unknown	187.3011558384	0	1662	18557	0	7.54921599227711
MA1976.2	ZNF320	More than 3 adjacent zinc fingers	Unknown	186.932102786526	0	1951	26329	0	7.54637054138203
MA0138.3	REST	Factors with multiple dispersed zinc fingers	Unknown	186.668396366688	0	1778	21386	0	7.54433388453496
MA0139.2	CTCF	More than 3 adjacent zinc fingers	Unknown	186.591584719071	0	1850	23324	0	7.54374011188169
MA1961.2	PATZ1	Factors with multiple dispersed zinc fingers	Unknown	186.510317016664	0	2079	30872	0	7.543111626674
MA2118.1	FOXS1	FOX	MethylMinus	186.384467789414	0	1654	18452	0	7.54213782886108
MA0492.2	JUND	Jun-related	MethylMinus	186.340953794253	0	1585	17143	0	7.5418009727108
MA1559.2	SNAI3	More than 3 adjacent zinc fingers	Unknown	186.287448315781	0	1756	20823	0	7.54138666135641
MA2142.1	nhr-142	RXR-related receptors (NR2)	Unknown	186.134460200165	0	1454	14691	0	7.54020136477163
MA1967.2	TFAP4::FLI1	bHLH-ZIP	MethylMinus	186.035436975616	0	1790	21777	0	7.53943364916946
MA2110.1	Cdx	HOX	Unknown	185.81810823535	0	1533	16146	0	7.53774729100204
MA2236.1	foxo	FOX	MethylMinus	185.696013022422	0	1664	18755	0	7.53679903006406
MA1977.2	ZNF324	More than 3 adjacent zinc fingers	Unknown	185.566495999548	0	1707	19771	0	7.53579244539876
MA0627.3	POU2F3	POU domain factors	Unknown	185.307967970835	0	1486	15314	0	7.53378110624441
MA2278.1	SoxN	SOX-related factors	LittleEffect	185.209798904526	0	1675	19061	0	7.53301661913416
MA0209.1	ap	HD-LIM	Unknown	185.116099930665	0	1867	23956	0	7.53228656461604
MA1991.2	Hnf1A	POU domain factors	Unknown	184.853525414591	0	1756	20977	0	7.53023874776917
MA1118.2	SIX1	HD-SINE	MethylPlus	184.730450217048	0	1672	19036	0	7.52927788368726
MA1979.2	ZNF416	More than 3 adjacent zinc fingers	Unknown	184.719856308149	0	1682	19273	0	7.52919514574083
MA1127.1	FOSB::JUN	Fos-related	Unknown	184.301811671115	0	1413	14114	0	7.52592644238246
MA0788.1	POU3F3	POU domain factors	Unknown	184.240415384224	0	1719	20194	0	7.52544575868901
MA2316.1	l(3)neo38	Three-zinc finger Kruppel-related	Unknown	183.914506251439	0	1943	26460	0	7.52289146654274
MA1954.2	FOXO1::ELK1	FOX	MethylMinus	183.755444408998	0	1865	24060	0	7.52164318533189
MA1476.3	Dlx5	NK	Unknown	183.674042704329	0	1424	14341	0	7.52100394519638
MA0728.1	Nr2F6	RXR-related receptors (NR2)	Unknown	183.581908176789	0	1645	18524	0	7.52028007930151
MA2261.1	phol	More than 3 adjacent zinc fingers	Unknown	183.461475340285	0	1820	22739	0	7.51933333638215
MA1703.2	pqm-1	Factors with multiple dispersed zinc fingers	Unknown	183.454502937182	0	1474	15230	0	7.51927850611051
MA0833.3	ATF4	ATF-4-related factors	MethylMinus	183.448867529335	0	1619	17955	0	7.51923418831128
MA0102.5	CEBPA	CEBP-related	MethylMinus	183.07761967067	0	1523	16164	0	7.51631162938851
MA1984.2	ZNF667	More than 3 adjacent zinc fingers	Unknown	183.049321121403	0	1473	15241	0	7.51608861287579
MA1479.2	DMRTC2	DMRT factors	Unknown	183.030794015201	0	1579	17313	0	7.5159425849264
MA0142.1	Pou5f1::Sox2	POU domain factors	MethylPlus	182.954466676135	0	1697	19801	0	7.51534082804175
MA0136.4	Elf5	Ets-related	MethylMinus	182.927056433555	0	1775	21711	0	7.51512466724315
MA0784.3	POU1F1	POU domain factors	Unknown	182.900870746193	0	1634	18332	0	7.514918133195
MA0802.2	TBR1	TBrain-related factors	Unknown	182.83404583364	0	1485	15474	0	7.51439093184424
MA1730.2	ZNF708	More than 3 adjacent zinc fingers	Unknown	182.802092388556	0	1716	20266	0	7.51413877363524
MA1419.2	IRF4	Interferon-regulatory factors	Unknown	182.679011433087	0	1739	20954	0	7.51316707748494
MA1718.1	ZNF8	Factors with multiple dispersed zinc fingers	Unknown	182.671022470343	0	1653	18782	0	7.51310398381659
MA0596.1	SREBF2	bHLH-ZIP	MethylMinus	182.480603821529	0	1546	16660	0	7.51159931536953
MA0842.3	NRL	Maf-related	Unknown	182.371105306411	0	1657	18907	0	7.51073335823935
MA2177.1	nfya-1	Heteromeric CCAAT-binding	Unknown	182.332286126315	0	1650	18760	0	7.51042623612235
MA1100.3	ASCL1	MyoD/ASC-related factors	Unknown	182.242844065387	0	1480	15426	0	7.50971835667775
MA0038.3	GFI1	More than 3 adjacent zinc fingers	Unknown	181.818013667846	0	1700	20000	0	7.50635133178107
MA0039.5	KLF4	Three-zinc finger Kruppel-related	MethylMinus	181.656547325743	0	1961	27378	0	7.50506955456008
MA1625.2	Stat5b	STAT factors	Unknown	181.420762093916	0	1556	16968	0	7.50319575951056
MA1111.2	NR2F2	RXR-related receptors (NR2)	Unknown	181.4086372839	0	1654	18929	0	7.50309933731699
MA2286.1	svp	RXR-related receptors (NR2)	Unknown	181.4086372839	0	1654	18929	0	7.50309933731699
MA2338.1	Ppara	Thyroid hormone receptor-related factors (NR1)	Unknown	181.4086372839	0	1654	18929	0	7.50309933731699
MA1639.2	MEIS1	TALE-type homeo domain factors	MethylPlus	181.292339745707	0	1494	15754	0	7.50217415708317
MA0688.2	TBX2	TBX2-related factors	Unknown	181.089365036295	0	1490	15695	0	7.50055801237469
MA0015.2	Cf2	Factors with multiple dispersed zinc fingers	Unknown	181.001266797363	0	1680	19590	0	7.499855984298
MA1525.3	NFATC4	NFAT-related factors	Unknown	180.976831923185	0	1796	22429	0	7.49966120968606
MA2144.1	nhr-5	RXR-related receptors (NR2)	Unknown	180.974023921099	0	1506	16003	0	7.49963882493068
MA0757.2	ONECUT3	HD-CUT	Unknown	180.855272513109	0	1705	20195	0	7.49869184758392
MA2167.1	fkh-3	FOX	MethylMinus	180.772282622147	0	1537	16625	0	7.49802967953541
MA1438.2	atf-7	Jun-related	Unknown	180.519139761285	0	1561	17157	0	7.49600799849269
MA2235.1	FoxL1	FOX	MethylMinus	180.517965305749	0	1583	17445	0	7.4959986123041
MA2145.1	nhr-70	RXR-related receptors (NR2)	Unknown	180.418181783256	0	1705	20240	0	7.49520092441448
MA0512.2	Rxra	RXR-related receptors (NR2)	Unknown	180.369627286207	0	1714	20467	0	7.49481261122446
MA0534.1	EcR::usp	Thyroid hormone receptor-related factors (NR1)	Unknown	180.226964094449	0	1666	19333	0	7.49367106138775
MA1106.2	HIF1A	PAS domain factors	MethylMinus	180.070581832051	0	1921	26238	0	7.49241869688423
MA0690.3	TBX21	TBrain-related factors	Unknown	179.879972341443	0	1478	15564	0	7.49089075706382
MA0243.2	sd	TEF-1-related factors	Unknown	179.841656638088	0	1644	18862	0	7.49058342010671
MA0211.1	bap	NK	Unknown	179.726653652285	0	1837	23766	0	7.48966056768499
MA1601.2	ZNF75D	More than 3 adjacent zinc fingers	Unknown	179.341208381027	0	1575	17383	0	7.48656321337529
MA1567.3	Tbx6	TBX6-related factors	Unknown	179.299585773073	0	1524	16486	0	7.48622834499817
MA2299.1	CG4854	More than 3 adjacent zinc fingers	Unknown	179.098259084961	0	1657	19230	0	7.48460750352685
MA2198.1	Blimp-1	More than 3 adjacent zinc fingers	Unknown	178.965648442671	0	1695	20171	0	7.48353888577049
MA0459.1	tll	RXR-related receptors (NR2)	Unknown	178.837912514595	0	1832	23735	0	7.48250880100937
MA1561.2	SOX12	SOX-related factors	LittleEffect	178.773486294375	0	1593	17827	0	7.48198897759362
MA1491.3	GLI3	More than 3 adjacent zinc fingers	Unknown	178.641926621192	0	1763	21863	0	7.48092690533935
MA2191.1	amos	Tal-related	Unknown	178.324485507643	0	1580	17587	0	7.47836100095477
MA0004.1	Arnt	PAS domain factors	MethylMinus	178.162404374316	0	1724	21017	0	7.47704912290247
MA0058.4	MAX	bHLH-ZIP	MethylMinus	178.162404374316	0	1724	21017	0	7.47704912290247
MA0622.2	Mlxip	bHLH-ZIP	MethylMinus	178.162404374316	0	1724	21017	0	7.47704912290247
MA0825.2	MNT	bHLH-ZIP	MethylMinus	178.162404374316	0	1724	21017	0	7.47704912290247
MA1897.2	Max	bHLH-ZIP	MethylMinus	178.162404374316	0	1724	21017	0	7.47704912290247
MA2172.1	mdl-1	bHLH-ZIP	MethylMinus	178.162404374316	0	1724	21017	0	7.47704912290247
MA2240.1	Hey	Hairy-related factors	Unknown	178.162404374316	0	1724	21017	0	7.47704912290247
MA0809.3	TEAD4	TEF-1-related factors	Unknown	177.871715833617	0	1529	16722	0	7.4746933093133
MA1596.1	ZNF460	More than 3 adjacent zinc fingers	Unknown	177.838081051152	0	1855	24496	0	7.4744204760406
MA2283.1	srp	C4-GATA-related	Unknown	177.812146474784	0	1487	15889	0	7.47421006883777
MA0783.1	PKNOX2	TALE-type homeo domain factors	Unknown	177.765919430237	0	1624	18609	0	7.47383495273982
MA1655.2	ZNF341	Factors with multiple dispersed zinc fingers	Unknown	177.686784117754	0	1599	18063	0	7.4731925712155
MA0075.4	PRRX2	Paired-related HD factors	MethylPlus	177.626023938303	0	1725	21109	0	7.47269915578862
MA0198.1	OdsH	Paired-related HD factors	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0241.1	ro	HOX	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0618.2	LBX1	NK	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0644.3	ESX1	Paired-related HD factors	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0661.2	MEOX1	HOX	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0701.3	LHX9	HD-LIM	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0710.2	NOTO	NK	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0725.2	VSX1	Paired-related HD factors	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0726.2	VSX2	Paired-related HD factors	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0889.2	GBX1	HOX	Unknown	177.626023938303	0	1725	21109	0	7.47269915578862
MA0685.2	SP4	Three-zinc finger Kruppel-related	Unknown	177.428428529701	0	1960	27946	0	7.47109337423291
MA1597.1	ZNF528	More than 3 adjacent zinc fingers	Unknown	177.31780022821	0	1667	19651	0	7.47019355969407
MA2001.2	Six4	HD-SINE	Unknown	177.081544008475	0	1648	19231	0	7.46827004751706
MA2285.1	sug	More than 3 adjacent zinc fingers	Unknown	177.039329508394	0	1627	18750	0	7.46792608219469
MA1151.2	RORC	Thyroid hormone receptor-related factors (NR1)	Unknown	176.983218492081	0	1401	14404	0	7.46746876055735
MA1549.2	POU6F1	POU domain factors	Unknown	176.834165961556	0	1772	22322	0	7.46625323317634
MA1946.2	ETV5::FOXI1	Ets-related	MethylMinus	176.664549706054	0	1768	22231	0	7.46486876110558
MA2334.1	ZNF547	More than 3 adjacent zinc fingers	Unknown	176.633611210284	0	1595	18077	0	7.46461608605955
MA0483.2	Gfi1B	More than 3 adjacent zinc fingers	Unknown	176.553554038861	0	1644	19190	0	7.46396205274498
MA0800.2	EOMES	TBrain-related factors	Unknown	176.534041664258	0	1493	16103	0	7.46380259992677
MA1604.2	Ebf2	Early B-Cell Factor-related factors	Unknown	176.385192568288	0	1538	17050	0	7.46258564236538
MA1929.2	CTCF	More than 3 adjacent zinc fingers	Unknown	176.318222823625	0	1641	19143	0	7.46203777741449
MA1457.2	grh	Grainyhead-related factors	Unknown	176.273487847713	0	1468	15653	0	7.46167169434279
MA2323.1	Pgr	Steroid hormone receptors (NR3)	Unknown	176.269461333504	0	1575	17675	0	7.46163873931082
MA0918.2	unc-62	TALE-type homeo domain factors	Unknown	176.267660254073	0	1654	19445	0	7.46162399812071
MA0115.1	NR1H2::RXRA	Thyroid hormone receptor-related factors (NR1)	Unknown	176.230368330106	0	1709	20782	0	7.46131874322786
MA1420.1	IRF5	Interferon-regulatory factors	Unknown	175.992862638455	0	1535	17023	0	7.459373111564
MA0493.3	KLF1	Three-zinc finger Kruppel-related	Unknown	175.897414405665	0	1947	27716	0	7.45859046592433
MA1511.2	KLF10	Three-zinc finger Kruppel-related	Unknown	175.828430731738	0	1918	26726	0	7.45802455695331
MA0452.3	Kr	More than 3 adjacent zinc fingers	Unknown	175.787797881982	0	1557	17333	0	7.45769112063079
MA2163.1	cnd-1	Tal-related	Unknown	175.787442819268	0	1682	20173	0	7.4576882066189
MA0047.4	FOXA2	FOX	MethylMinus	175.716085337245	0	1555	17297	0	7.4571024538249
MA1126.2	FOS::JUN	Fos-related	MethylMinus	175.612186077366	0	1417	14780	0	7.45624914958756
MA0745.3	SNAI2	More than 3 adjacent zinc fingers	Unknown	175.581102093126	0	1613	18581	0	7.45599376480919
MA2098.1	ZNF766	More than 3 adjacent zinc fingers	Unknown	175.409878981247	0	1525	16866	0	7.45458619158191
MA0504.2	NR2C2	RXR-related receptors (NR2)	Unknown	175.405091880079	0	1775	22574	0	7.45454681853521
MA0834.2	ATF7	Jun-related	Unknown	175.36354423566	0	1275	12468	0	7.45420505148609
MA1983.2	ZNF582	More than 3 adjacent zinc fingers	Unknown	175.2553199891	0	1614	18636	0	7.45331442862061
MA1562.2	SOX14	SOX-related factors	LittleEffect	175.110903555104	0	1553	17312	0	7.45212510801292
MA2244.1	Hr39	GCNF-related receptors (NR6)	Unknown	174.795299587024	0	1594	18235	0	7.44952257968379
MA0830.3	TCF4	E2A	Unknown	174.769279675597	0	1674	20086	0	7.44930780507861
MA0519.2	Stat5a::Stat5b	STAT factors	Unknown	174.757146171202	0	1487	16133	0	7.44920764128364
MA2251.1	knrl	Thyroid hormone receptor-related factors (NR1)	Unknown	174.642135466849	0	1413	14780	0	7.44825786612649
MA2121.1	ZNF213	More than 3 adjacent zinc fingers	Unknown	174.624101514108	0	1726	21490	0	7.44810888239171
MA2178.1	sta-1	STAT factors	Unknown	174.487368261328	0	1529	17037	0	7.44697878835083
MA2200.1	bs	Responders to external signals (SRF/RLM1)	Unknown	174.283072852237	0	1200	11319	0	7.44528864507872
MA1550.2	PPARD	Thyroid hormone receptor-related factors (NR1)	Unknown	174.044564544702	0	1693	20681	0	7.44331294881275
MA1574.2	THRB	Thyroid hormone receptor-related factors (NR1)	Unknown	174.014349448587	0	1665	19947	0	7.44306246725528
MA0046.3	HNF1A	POU domain factors	Unknown	173.973062933022	0	1451	15516	0	7.44272013388676
MA0161.3	NFIC	Nuclear factor 1	Unknown	173.779378565876	0	1606	18604	0	7.44111308547228
MA1131.2	FOSL2::JUN	Fos-related	MethylMinus	173.777787631642	0	1446	15439	0	7.44109987767136
MA0072.2	RORA	Thyroid hormone receptor-related factors (NR1)	Unknown	173.664864945745	0	1429	15138	0	7.44016209410636
MA2271.1	sens	More than 3 adjacent zinc fingers	Unknown	173.551469743414	0	1659	19850	0	7.43921977264544
MA1133.2	JUN::JUNB	Jun-related	MethylMinus	173.550956406611	0	1402	14666	0	7.43921550538365
MA0729.1	RARA	Thyroid hormone receptor-related factors (NR1)	Unknown	173.40871106333	0	1609	18709	0	7.43803256291466
MA1649.2	ZBTB12	More than 3 adjacent zinc fingers	Unknown	173.383535024	0	1695	20818	0	7.43782309256136
MA1532.2	NR1D2	Thyroid hormone receptor-related factors (NR1)	Unknown	173.376682406264	0	1446	15470	0	7.43776607196252
MA0091.2	TAL1::TCF3	Tal-related	Unknown	173.256253550719	0	1590	18299	0	7.43676361604075
MA1644.2	NFYC	Heteromeric CCAAT-binding	Unknown	173.132267047444	0	1717	21396	0	7.43573081783634
MA0656.2	JDP2	Fos-related	Unknown	173.090084892752	0	1344	13710	0	7.43537927504687
MA0605.3	ATF3	Fos-related	MethylMinus	173.009856772204	0	1264	12442	0	7.43471042365573
MA0188.1	Dr	NK	Unknown	172.882558026289	0	1692	20789	0	7.43364851382552
MA0642.3	EN2	NK	Unknown	172.882558026289	0	1692	20789	0	7.43364851382552
MA0697.3	Zic3	More than 3 adjacent zinc fingers	Unknown	172.72269639468	0	1611	18824	0	7.43231386050849
MA1150.2	RORB	Thyroid hormone receptor-related factors (NR1)	Unknown	172.580008971418	0	1505	16711	0	7.43112154752364
MA1565.2	TBX18	TBX1-related factors	Unknown	172.525961553901	0	1509	16800	0	7.4306696634734
MA0468.1	DUX4	Paired-related HD factors	Unknown	172.519591388592	0	1394	14601	0	7.43061639395102
MA0258.2	ESR2	Steroid hormone receptors (NR3)	Unknown	172.479922916705	0	1576	18067	0	7.43028462822064
MA1467.3	Atoh1	Tal-related	Unknown	172.462180911624	0	1831	24498	0	7.43013621895147
MA0253.1	vnd	NK	Unknown	172.423763909101	0	1464	15881	0	7.42981481403434
MA1573.2	Thap11	THAP-related factors	Unknown	172.399070212572	0	1510	16833	0	7.42960818343997
MA2162.1	ceh-60	TALE-type homeo domain factors	Unknown	172.380434258471	0	1502	16667	0	7.42945222290147
MA0684.3	RUNX3	Runt-related factors	LittleEffect	172.341171774211	0	1581	18191	0	7.42912358790681
MA1538.1	NR2F1	RXR-related receptors (NR2)	Unknown	172.321889933871	0	1548	17474	0	7.42896216756006
MA1849.2	Creb1	CREB-related factors	MethylMinus	172.039849042993	0	1153	10879	0	7.42659896027234
MA1450.2	lin-54	""	Unknown	171.951634002046	0	1663	20119	0	7.42585901517969
MA1950.2	FLI1::FOXI1	Ets-related	MethylMinus	171.924042786196	0	1785	23169	0	7.42562750296146
MA1968.2	TFCP2	CP2-related factors	Unknown	171.916983775953	0	1269	12586	0	7.42556826628936
MA1637.2	EBF3	Early B-Cell Factor-related factors	Unknown	171.912877655038	0	1509	16858	0	7.42553380808229
MA0631.2	Six3	HD-SINE	Unknown	171.902360269666	0	1174	11181	0	7.42544554335141
MA0713.1	PHOX2A	Paired-related HD factors	Unknown	171.849319658666	0	1508	16843	0	7.42500032995156
MA1145.2	FOSL2::JUND	Fos-related	MethylMinus	171.840838342427	0	1440	15479	0	7.42492912655747
MA0071.1	RORA	Thyroid hormone receptor-related factors (NR1)	Unknown	171.753489849474	0	1538	17315	0	7.42419560315509
MA1494.2	HNF4A	RXR-related receptors (NR2)	Unknown	171.341590621655	0	1535	17291	0	7.42073157646022
MA0689.1	TBX20	TBX1-related factors	Unknown	171.03033994222	0	1429	15340	0	7.41810846460254
MA0092.2	Hand1::Tcf3	Tal-related	Unknown	170.773801738374	0	1475	16257	0	7.415942859106
MA0029.2	Mecom	Factors with multiple dispersed zinc fingers	Unknown	170.723815677926	0	1698	21223	0	7.41552051564965
MA0079.5	SP1	Three-zinc finger Kruppel-related	MethylMinus	170.690327394729	0	1916	27407	0	7.41523749644128
MA2122.1	Ebf4	EBF-related	Unknown	170.603357293942	0	1467	16108	0	7.41450222742543
MA2295.1	ac	MyoD/ASC-related factors	Unknown	170.579900896756	0	1483	16441	0	7.4143038564495
MA1628.2	Zic1::Zic2	More than 3 adjacent zinc fingers	Unknown	170.350893479698	0	1610	19046	0	7.41236570407337
MA2193.1	Atf3	Fos-related	MethylMinus	170.142778474325	0	1363	14236	0	7.41060210875102
MA1508.2	IKZF1	Factors with multiple dispersed zinc fingers	Unknown	170.117743757261	0	1786	23575	0	7.41038981575866
MA0263.1	ceh-10::ttx-3	Paired-related HD factors	Unknown	170.109092122129	0	1520	17092	0	7.41031644311555
MA1540.3	NR5A1	FTZF1related(NR5A)	Unknown	170.073967092093	0	1551	17760	0	7.41001851701104
MA2269.1	sc	MyoD/ASC-related factors	Unknown	170.073035261028	0	1500	16844	0	7.4100106124989
MA0088.2	ZNF143	More than 3 adjacent zinc fingers	Unknown	170.057186713843	0	1540	17524	0	7.40987616622527
MA0451.2	kni	Thyroid hormone receptor-related factors (NR1)	Unknown	169.974188765492	0	1578	18363	0	7.40917187397754
MA0516.3	SP2	Three-zinc finger Kruppel-related	MethylMinus	169.961520247969	0	1846	25255	0	7.40906434301254
MA1974.2	ZNF211	Factors with multiple dispersed zinc fingers	Unknown	169.781803073177	0	1417	15218	0	7.40753803133416
MA0805.1	TBX1	TBX1-related factors	Unknown	169.69471173187	0	1319	13528	0	7.40679779603961
MA1944.2	ETV5::DRGX	Ets-related	MethylMinus	169.664535878003	0	1443	15708	0	7.40654122690145
MA0454.1	odd	More than 3 adjacent zinc fingers	Unknown	169.600047687199	0	1646	19968	0	7.40599276532487
MA0832.2	Tcf21	Tal-related	Unknown	169.558073778406	0	1366	14330	0	7.4056356720015
MA2208.1	crc	ATF-4-related factors	Unknown	169.461655305352	0	1274	12819	0	7.40481505629838
MA0853.2	Alx4	Paired-related HD factors	Unknown	169.402357783358	0	1309	13384	0	7.40431014436624
MA2146.1	nhr-86	Steroid hormone receptors (NR3)	Unknown	169.268132380083	0	1446	15803	0	7.4031665765655
MA0680.3	Pax7	Paired plus homeo domain	MethylPlus	169.11535631468	0	1491	16747	0	7.40186385764296
MA1620.2	Ptf1A	Tal-related	Unknown	169.099917049492	0	1577	18430	0	7.40173214182116
MA1587.1	ZNF135	More than 3 adjacent zinc fingers	Unknown	168.958833550993	0	1747	22573	0	7.40052796961683
MA1493.1	HES6	Hairy-related factors	Unknown	168.941857735291	0	1462	16162	0	7.40038301030908
MA0507.3	POU2F2	POU domain factors	Unknown	168.762333851057	0	1524	17309	0	7.3988491339264
MA2169.1	hsf-1	HSF factors	Unknown	168.676216801724	0	1350	14119	0	7.39811275900738
MA2234.1	Fer2	Tal-related	Unknown	168.486799843328	0	1594	18876	0	7.39649175716674
MA0808.1	TEAD3	TEF-1-related factors	Unknown	168.206598011914	0	1470	16397	0	7.39409048711792
MA2254.1	lz	Runt-related factors	Unknown	168.136780815009	0	1553	17998	0	7.39349154608603
MA1139.2	FOSL2::JUNB	Fos-related	MethylMinus	168.097617236878	0	1140	10909	0	7.39315546446836
MA2195.1	ato	Tal-related	Unknown	167.231045470074	0	1564	18333	0	7.3856988899928
